[Southampton]
44.4733280308402,-81.3687801361084
44.4723480742039,-81.3708400726318
44.4774620417578,-81.383113861084
44.4762984238562,-81.3844013214111
44.4777376320727,-81.3868904113769
44.4902296926821,-81.3882207870483
44.5214175428922,-81.3558197021484
44.5149915786482,-81.3451766967773
44.5179904501533,-81.3349199295044
44.5118089339682,-81.3218307495117
44.5084730909789,-81.3206720352173
44.5115335046225,-81.3277959823608
44.5112580739751,-81.3452196121216
44.5076773571093,-81.3473653793335
44.5031475881689,-81.3322162628174
44.4770333431253,-81.35573387146
44.4838309075724,-81.3720417022705
