[Paisley]
44.3027829106239,-81.2809753417969
44.3042571038357,-81.2808895111084
44.3031821749407,-81.2754392623901
44.3068061422475,-81.2741947174072
44.3061919262466,-81.278829574585
44.3117196388839,-81.2809324264526
44.312180258105,-81.2754821777344
44.3173696515126,-81.2799024581909
44.3196724897348,-81.2834215164185
44.3213304772915,-81.2802028656006
44.3162335513644,-81.271448135376
44.3088944285769,-81.2680578231811
44.3066832995615,-81.2632513046265
44.2954421058709,-81.2659549713135
44.294643469249,-81.2737655639648
44.2964250283414,-81.2789154052734
